case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-02482;Samambaia;0.62;0;0;0;0;0
CASE-02483;Taguatinga;0.84;0;1;0;1;0
CASE-02484;Sobradinho;0.70;1;1;0;2;0
CASE-02485;Samambaia;0.62;0;1;1;2;0
CASE-02486;Águas Claras;0.94;1;1;0;2;0
CASE-02487;Guará;0.90;0;0;0;0;0
CASE-02488;Taguatinga;0.84;0;0;1;1;0
CASE-02489;Taguatinga;0.84;0;0;0;0;0
CASE-02490;Guará;0.90;0;0;0;0;0
CASE-02491;Ceilândia;0.55;0;0;1;1;0
CASE-02492;Guará;0.90;0;0;1;1;0
CASE-02493;Taguatinga;0.84;0;0;0;0;0
CASE-02494;Sobradinho;0.70;0;1;0;1;0
CASE-02495;Ceilândia;0.55;0;0;0;0;0
CASE-02496;Guará;0.90;0;0;0;0;0
CASE-02497;Águas Claras;0.94;0;1;0;1;0
CASE-02498;Águas Claras;0.94;0;0;0;0;0
CASE-02499;Guará;0.90;0;0;0;0;0
CASE-02500;Águas Claras;0.94;0;0;0;0;0
CASE-02501;Ceilândia;0.55;0;1;0;1;0
CASE-02502;Ceilândia;0.55;1;0;0;1;0
CASE-02503;Plano Piloto;0.97;0;1;0;1;0
CASE-02504;Samambaia;0.62;0;1;1;2;1
CASE-02505;Sobradinho;0.70;0;1;0;1;0
CASE-02506;Guará;0.90;0;0;0;0;0
CASE-02507;Taguatinga;0.84;0;1;0;1;0
CASE-02508;Sobradinho;0.70;0;1;0;1;0
CASE-02509;Plano Piloto;0.97;0;1;0;1;0
CASE-02510;Gama;0.76;1;0;0;1;0
CASE-02511;Gama;0.76;0;0;0;0;0
CASE-02512;Guará;0.90;0;0;0;0;0
CASE-02513;Ceilândia;0.55;0;0;1;1;0
CASE-02514;Águas Claras;0.94;1;0;0;1;0
CASE-02515;Sobradinho;0.70;0;1;1;2;0
CASE-02516;Plano Piloto;0.97;0;0;0;0;0
CASE-02517;Taguatinga;0.84;0;0;0;0;0
CASE-02518;Taguatinga;0.84;1;1;1;3;1
CASE-02519;Águas Claras;0.94;0;0;0;0;0
CASE-02520;Sobradinho;0.70;0;1;1;2;0
CASE-02521;Taguatinga;0.84;0;0;1;1;0
CASE-02522;Guará;0.90;0;0;0;0;0
CASE-02523;Taguatinga;0.84;1;0;0;1;0
CASE-02524;Águas Claras;0.94;0;0;1;1;0
CASE-02525;Guará;0.90;0;0;1;1;0
CASE-02526;Gama;0.76;1;0;0;1;1
CASE-02527;Taguatinga;0.84;1;1;0;2;0
CASE-02528;Plano Piloto;0.97;0;0;0;0;0
CASE-02529;Sobradinho;0.70;0;0;0;0;0
CASE-02530;Guará;0.90;0;0;0;0;0
CASE-02531;Gama;0.76;0;1;1;2;0
CASE-02532;Sobradinho;0.70;0;0;0;0;0
CASE-02533;Plano Piloto;0.97;0;1;0;1;0
CASE-02534;Taguatinga;0.84;1;0;1;2;1
CASE-02535;Guará;0.90;1;1;1;3;1
CASE-02536;Guará;0.90;1;0;1;2;0
CASE-02537;Guará;0.90;0;1;0;1;0
CASE-02538;Taguatinga;0.84;0;1;1;2;0
CASE-02539;Plano Piloto;0.97;0;0;0;0;0
CASE-02540;Samambaia;0.62;0;0;1;1;0
CASE-02541;Guará;0.90;0;0;0;0;0
CASE-02542;Águas Claras;0.94;0;0;0;0;0
CASE-02543;Taguatinga;0.84;0;1;0;1;0
CASE-02544;Plano Piloto;0.97;0;0;0;0;0
CASE-02545;Plano Piloto;0.97;0;0;0;0;0
CASE-02546;Taguatinga;0.84;0;0;0;0;0
CASE-02547;Ceilândia;0.55;0;0;0;0;0
CASE-02548;Águas Claras;0.94;0;0;0;0;0
CASE-02549;Sobradinho;0.70;1;1;1;3;1
CASE-02550;Gama;0.76;0;1;1;2;1
CASE-02551;Gama;0.76;1;0;1;2;1
CASE-02552;Gama;0.76;1;1;0;2;0
CASE-02553;Gama;0.76;0;0;0;0;0
CASE-02554;Ceilândia;0.55;0;1;0;1;0
CASE-02555;Gama;0.76;0;0;0;0;0
CASE-02556;Águas Claras;0.94;1;0;0;1;0
CASE-02557;Guará;0.90;0;0;0;0;0
CASE-02558;Gama;0.76;0;0;0;0;0
CASE-02559;Gama;0.76;0;0;0;0;0
CASE-02560;Ceilândia;0.55;1;1;0;2;0
CASE-02561;Águas Claras;0.94;0;0;1;1;0
CASE-02562;Sobradinho;0.70;0;0;0;0;0
CASE-02563;Gama;0.76;0;1;0;1;0
CASE-02564;Taguatinga;0.84;0;0;0;0;0
CASE-02565;Gama;0.76;0;1;0;1;1
CASE-02566;Águas Claras;0.94;1;0;1;2;0
CASE-02567;Sobradinho;0.70;0;0;0;0;0
CASE-02568;Ceilândia;0.55;0;1;0;1;0
CASE-02569;Ceilândia;0.55;0;1;0;1;0
CASE-02570;Guará;0.90;0;1;0;1;0
CASE-02571;Ceilândia;0.55;1;1;0;2;0
CASE-02572;Gama;0.76;0;0;0;0;0
CASE-02573;Taguatinga;0.84;1;0;1;2;0
CASE-02574;Gama;0.76;1;0;0;1;1
CASE-02575;Águas Claras;0.94;1;1;1;3;1
CASE-02576;Gama;0.76;0;1;0;1;0
CASE-02577;Ceilândia;0.55;0;0;0;0;0
CASE-02578;Ceilândia;0.55;1;1;0;2;1
CASE-02579;Águas Claras;0.94;0;0;1;1;1
CASE-02580;Taguatinga;0.84;0;0;1;1;0
CASE-02581;Ceilândia;0.55;0;0;0;0;0
CASE-02582;Águas Claras;0.94;0;1;0;1;0
CASE-02583;Samambaia;0.62;1;1;0;2;1
CASE-02584;Águas Claras;0.94;0;0;0;0;0
CASE-02585;Samambaia;0.62;1;0;0;1;0
CASE-02586;Sobradinho;0.70;0;1;1;2;0
CASE-02587;Plano Piloto;0.97;0;1;0;1;0
CASE-02588;Plano Piloto;0.97;0;0;0;0;0
CASE-02589;Gama;0.76;0;0;0;0;0
CASE-02590;Águas Claras;0.94;1;1;1;3;1
CASE-02591;Samambaia;0.62;0;1;0;1;0
CASE-02592;Plano Piloto;0.97;0;0;1;1;0
CASE-02593;Águas Claras;0.94;1;0;0;1;1
CASE-02594;Guará;0.90;0;0;0;0;0
CASE-02595;Sobradinho;0.70;1;1;0;2;0
CASE-02596;Gama;0.76;0;0;0;0;0
CASE-02597;Guará;0.90;0;0;0;0;0
CASE-02598;Águas Claras;0.94;0;0;0;0;0
CASE-02599;Taguatinga;0.84;0;0;0;0;0
CASE-02600;Ceilândia;0.55;0;0;0;0;0
CASE-02601;Taguatinga;0.84;0;1;1;2;1
CASE-02602;Plano Piloto;0.97;0;0;0;0;0
CASE-02603;Samambaia;0.62;0;0;1;1;0
CASE-02604;Sobradinho;0.70;0;1;1;2;1
CASE-02605;Plano Piloto;0.97;0;1;0;1;0
CASE-02606;Taguatinga;0.84;0;1;0;1;0
CASE-02607;Taguatinga;0.84;0;0;0;0;0
CASE-02608;Samambaia;0.62;1;1;0;2;1
CASE-02609;Ceilândia;0.55;1;1;1;3;1
CASE-02610;Ceilândia;0.55;0;0;1;1;0
CASE-02611;Sobradinho;0.70;0;1;0;1;0
CASE-02612;Samambaia;0.62;0;1;0;1;0
CASE-02613;Samambaia;0.62;0;1;0;1;0
CASE-02614;Ceilândia;0.55;0;1;1;2;0
CASE-02615;Águas Claras;0.94;0;0;0;0;0
CASE-02616;Samambaia;0.62;0;0;1;1;0
CASE-02617;Sobradinho;0.70;0;0;0;0;0
CASE-02618;Samambaia;0.62;0;1;0;1;0
CASE-02619;Sobradinho;0.70;1;1;1;3;1
CASE-02620;Ceilândia;0.55;1;1;0;2;1
CASE-02621;Taguatinga;0.84;0;0;0;0;0
CASE-02622;Plano Piloto;0.97;0;0;0;0;0
CASE-02623;Águas Claras;0.94;1;1;1;3;0
CASE-02624;Águas Claras;0.94;0;0;0;0;0
CASE-02625;Águas Claras;0.94;0;0;0;0;0
CASE-02626;Sobradinho;0.70;0;1;0;1;0
CASE-02627;Águas Claras;0.94;0;0;0;0;1
CASE-02628;Ceilândia;0.55;0;1;0;1;0
CASE-02629;Águas Claras;0.94;1;0;0;1;0
CASE-02630;Águas Claras;0.94;0;1;0;1;0
CASE-02631;Ceilândia;0.55;0;1;0;1;0
CASE-02632;Taguatinga;0.84;1;1;1;3;1
CASE-02633;Ceilândia;0.55;0;0;0;0;0
CASE-02634;Sobradinho;0.70;1;0;0;1;0
CASE-02635;Gama;0.76;0;1;1;2;0
CASE-02636;Samambaia;0.62;0;0;0;0;0
CASE-02637;Guará;0.90;0;1;0;1;0
CASE-02638;Guará;0.90;0;0;0;0;0
CASE-02639;Plano Piloto;0.97;1;1;1;3;1
CASE-02640;Taguatinga;0.84;0;0;0;0;0
CASE-02641;Águas Claras;0.94;0;0;0;0;0
CASE-02642;Guará;0.90;0;0;0;0;0
CASE-02643;Guará;0.90;0;0;1;1;0
CASE-02644;Águas Claras;0.94;0;1;0;1;1
CASE-02645;Gama;0.76;0;0;0;0;0
CASE-02646;Águas Claras;0.94;0;0;0;0;0
CASE-02647;Gama;0.76;1;1;1;3;1
CASE-02648;Gama;0.76;1;1;1;3;1
CASE-02649;Gama;0.76;0;0;0;0;0
CASE-02650;Gama;0.76;0;1;0;1;0
CASE-02651;Ceilândia;0.55;0;0;0;0;0
CASE-02652;Águas Claras;0.94;0;0;0;0;0
CASE-02653;Guará;0.90;0;0;0;0;0
CASE-02654;Taguatinga;0.84;1;1;1;3;1
CASE-02655;Sobradinho;0.70;0;1;0;1;0
CASE-02656;Taguatinga;0.84;0;1;0;1;0
CASE-02657;Sobradinho;0.70;0;1;1;2;1
CASE-02658;Plano Piloto;0.97;0;0;0;0;0
CASE-02659;Guará;0.90;0;0;0;0;0
CASE-02660;Taguatinga;0.84;0;0;1;1;0
CASE-02661;Guará;0.90;0;0;0;0;0
CASE-02662;Taguatinga;0.84;1;1;0;2;1
CASE-02663;Plano Piloto;0.97;0;0;0;0;0
CASE-02664;Ceilândia;0.55;0;1;0;1;0
CASE-02665;Ceilândia;0.55;0;0;0;0;0
CASE-02666;Guará;0.90;0;0;0;0;0
CASE-02667;Águas Claras;0.94;1;0;0;1;0
CASE-02668;Samambaia;0.62;0;0;1;1;0
CASE-02669;Águas Claras;0.94;1;1;1;3;1
CASE-02670;Águas Claras;0.94;0;1;1;2;0
CASE-02671;Plano Piloto;0.97;1;0;1;2;0
CASE-02672;Águas Claras;0.94;0;0;0;0;0
CASE-02673;Sobradinho;0.70;0;0;0;0;0
CASE-02674;Taguatinga;0.84;1;0;0;1;0
CASE-02675;Sobradinho;0.70;0;0;0;0;0
CASE-02676;Sobradinho;0.70;0;0;0;0;0
CASE-02677;Taguatinga;0.84;0;0;1;1;0
CASE-02678;Plano Piloto;0.97;1;0;1;2;0
CASE-02679;Plano Piloto;0.97;0;0;1;1;0
CASE-02680;Gama;0.76;0;0;0;0;0
CASE-02681;Ceilândia;0.55;0;0;0;0;0
CASE-02682;Samambaia;0.62;0;0;0;0;0
CASE-02683;Gama;0.76;0;0;0;0;0
CASE-02684;Gama;0.76;0;0;0;0;0
CASE-02685;Taguatinga;0.84;1;0;0;1;0
CASE-02686;Plano Piloto;0.97;1;1;0;2;1
CASE-02687;Sobradinho;0.70;0;1;0;1;0
CASE-02688;Águas Claras;0.94;0;0;0;0;0
CASE-02689;Samambaia;0.62;1;1;0;2;0
CASE-02690;Sobradinho;0.70;1;0;0;1;0
CASE-02691;Sobradinho;0.70;0;1;0;1;0
CASE-02692;Ceilândia;0.55;1;1;0;2;1
CASE-02693;Guará;0.90;1;1;0;2;1
CASE-02694;Águas Claras;0.94;0;0;0;0;0
CASE-02695;Águas Claras;0.94;0;0;0;0;0
CASE-02696;Gama;0.76;0;0;0;0;0
CASE-02697;Plano Piloto;0.97;0;0;0;0;0
CASE-02698;Taguatinga;0.84;0;0;0;0;0
CASE-02699;Ceilândia;0.55;0;1;0;1;0
CASE-02700;Taguatinga;0.84;0;0;0;0;0
CASE-02701;Taguatinga;0.84;0;0;1;1;0
CASE-02702;Samambaia;0.62;0;0;0;0;0
CASE-02703;Sobradinho;0.70;0;1;1;2;1
CASE-02704;Águas Claras;0.94;0;0;0;0;1
CASE-02705;Ceilândia;0.55;0;0;0;0;0
CASE-02706;Guará;0.90;0;1;1;2;1
CASE-02707;Águas Claras;0.94;0;0;0;0;0
CASE-02708;Gama;0.76;0;0;0;0;0
CASE-02709;Sobradinho;0.70;0;0;0;0;1
CASE-02710;Guará;0.90;1;0;0;1;0
CASE-02711;Sobradinho;0.70;1;0;0;1;0
CASE-02712;Samambaia;0.62;1;1;1;3;1
CASE-02713;Gama;0.76;0;1;0;1;1
CASE-02714;Samambaia;0.62;1;1;0;2;0
CASE-02715;Samambaia;0.62;0;1;0;1;0
CASE-02716;Ceilândia;0.55;1;1;1;3;1
CASE-02717;Samambaia;0.62;0;0;1;1;0
CASE-02718;Ceilândia;0.55;1;0;1;2;0
CASE-02719;Gama;0.76;0;1;0;1;0
CASE-02720;Taguatinga;0.84;0;0;1;1;0
CASE-02721;Gama;0.76;0;0;0;0;0
CASE-02722;Águas Claras;0.94;0;0;0;0;0
CASE-02723;Sobradinho;0.70;1;1;0;2;1
CASE-02724;Sobradinho;0.70;1;0;0;1;0
CASE-02725;Guará;0.90;0;0;0;0;0
CASE-02726;Samambaia;0.62;0;0;0;0;0
CASE-02727;Guará;0.90;1;0;0;1;0
CASE-02728;Águas Claras;0.94;0;0;0;0;0
CASE-02729;Gama;0.76;1;0;0;1;0
CASE-02730;Águas Claras;0.94;0;0;1;1;0
CASE-02731;Gama;0.76;1;0;0;1;0
CASE-02732;Plano Piloto;0.97;0;0;0;0;0
CASE-02733;Taguatinga;0.84;0;0;0;0;0
CASE-02734;Águas Claras;0.94;1;0;0;1;0
CASE-02735;Plano Piloto;0.97;0;0;0;0;0
CASE-02736;Gama;0.76;0;0;0;0;0
CASE-02737;Gama;0.76;1;1;0;2;0
CASE-02738;Plano Piloto;0.97;0;0;1;1;1
CASE-02739;Guará;0.90;0;0;1;1;0
CASE-02740;Gama;0.76;1;0;1;2;0
CASE-02741;Taguatinga;0.84;0;1;0;1;0
CASE-02742;Samambaia;0.62;1;0;1;2;1
CASE-02743;Ceilândia;0.55;0;0;1;1;1
CASE-02744;Águas Claras;0.94;1;0;0;1;0
CASE-02745;Samambaia;0.62;0;0;0;0;0
CASE-02746;Ceilândia;0.55;1;1;1;3;1
CASE-02747;Plano Piloto;0.97;0;0;0;0;0
CASE-02748;Plano Piloto;0.97;0;0;0;0;0
CASE-02749;Gama;0.76;1;0;0;1;0
CASE-02750;Plano Piloto;0.97;0;0;0;0;0
CASE-02751;Plano Piloto;0.97;0;0;0;0;0
CASE-02752;Ceilândia;0.55;1;1;1;3;1
CASE-02753;Sobradinho;0.70;0;0;1;1;0
CASE-02754;Taguatinga;0.84;0;0;0;0;0
CASE-02755;Taguatinga;0.84;0;0;0;0;0
CASE-02756;Taguatinga;0.84;0;0;0;0;0
CASE-02757;Guará;0.90;1;0;0;1;1
CASE-02758;Gama;0.76;0;0;0;0;0
CASE-02759;Samambaia;0.62;1;0;1;2;1
CASE-02760;Sobradinho;0.70;0;0;0;0;0
CASE-02761;Taguatinga;0.84;1;1;1;3;1
CASE-02762;Águas Claras;0.94;0;0;0;0;0
CASE-02763;Ceilândia;0.55;0;1;1;2;0
CASE-02764;Taguatinga;0.84;1;1;0;2;0
CASE-02765;Gama;0.76;0;0;0;0;0
CASE-02766;Taguatinga;0.84;0;1;0;1;0
CASE-02767;Samambaia;0.62;0;1;0;1;0
CASE-02768;Taguatinga;0.84;0;0;0;0;0
CASE-02769;Águas Claras;0.94;1;0;0;1;1
CASE-02770;Águas Claras;0.94;1;0;0;1;0
CASE-02771;Gama;0.76;0;1;0;1;0
CASE-02772;Ceilândia;0.55;1;1;0;2;0
CASE-02773;Plano Piloto;0.97;0;0;0;0;0
CASE-02774;Gama;0.76;0;0;0;0;0
CASE-02775;Sobradinho;0.70;0;1;0;1;0
CASE-02776;Taguatinga;0.84;0;0;1;1;0
CASE-02777;Águas Claras;0.94;0;1;0;1;0
CASE-02778;Gama;0.76;1;0;0;1;0
CASE-02779;Ceilândia;0.55;1;1;0;2;0
CASE-02780;Samambaia;0.62;0;0;0;0;0
CASE-02781;Águas Claras;0.94;0;0;0;0;0
CASE-02782;Samambaia;0.62;0;0;0;0;0
CASE-02783;Gama;0.76;0;0;0;0;0
CASE-02784;Ceilândia;0.55;1;1;0;2;0
CASE-02785;Águas Claras;0.94;0;1;0;1;0
CASE-02786;Plano Piloto;0.97;0;0;0;0;0
CASE-02787;Plano Piloto;0.97;0;0;0;0;0
CASE-02788;Taguatinga;0.84;1;0;1;2;0
CASE-02789;Águas Claras;0.94;1;0;0;1;0
CASE-02790;Gama;0.76;0;0;0;0;0
CASE-02791;Gama;0.76;0;0;0;0;0
CASE-02792;Plano Piloto;0.97;0;0;0;0;0
CASE-02793;Ceilândia;0.55;0;1;1;2;0
CASE-02794;Samambaia;0.62;1;1;0;2;0
CASE-02795;Ceilândia;0.55;0;1;0;1;0
CASE-02796;Guará;0.90;0;0;0;0;1
CASE-02797;Águas Claras;0.94;0;0;0;0;0
CASE-02798;Gama;0.76;0;0;0;0;0
CASE-02799;Plano Piloto;0.97;0;1;0;1;1
CASE-02800;Ceilândia;0.55;1;1;0;2;0
CASE-02801;Plano Piloto;0.97;1;1;0;2;1
CASE-02802;Sobradinho;0.70;0;1;0;1;0
CASE-02803;Samambaia;0.62;1;1;0;2;1
CASE-02804;Gama;0.76;1;1;0;2;0
CASE-02805;Taguatinga;0.84;0;1;0;1;0
CASE-02806;Plano Piloto;0.97;0;0;1;1;0
CASE-02807;Gama;0.76;0;0;0;0;0
CASE-02808;Samambaia;0.62;0;1;0;1;0
CASE-02809;Guará;0.90;0;1;0;1;0
CASE-02810;Guará;0.90;0;0;0;0;0
CASE-02811;Plano Piloto;0.97;1;1;0;2;0
CASE-02812;Taguatinga;0.84;1;0;0;1;0
CASE-02813;Sobradinho;0.70;0;1;0;1;0
CASE-02814;Gama;0.76;1;0;0;1;0
CASE-02815;Ceilândia;0.55;1;0;0;1;1
CASE-02816;Ceilândia;0.55;0;0;1;1;0
CASE-02817;Taguatinga;0.84;0;0;0;0;0
CASE-02818;Ceilândia;0.55;1;0;0;1;0
CASE-02819;Sobradinho;0.70;0;1;0;1;0
CASE-02820;Guará;0.90;0;0;0;0;0
CASE-02821;Sobradinho;0.70;0;0;0;0;0
CASE-02822;Ceilândia;0.55;1;1;0;2;1
CASE-02823;Guará;0.90;1;0;1;2;1
CASE-02824;Sobradinho;0.70;1;0;0;1;0
CASE-02825;Ceilândia;0.55;1;0;0;1;0
CASE-02826;Ceilândia;0.55;1;1;0;2;0
CASE-02827;Samambaia;0.62;1;1;0;2;0
CASE-02828;Sobradinho;0.70;0;0;1;1;0
CASE-02829;Águas Claras;0.94;0;0;0;0;0
CASE-02830;Sobradinho;0.70;1;0;0;1;1
CASE-02831;Gama;0.76;1;1;0;2;1
CASE-02832;Samambaia;0.62;1;0;0;1;0
CASE-02833;Plano Piloto;0.97;0;0;1;1;0
CASE-02834;Samambaia;0.62;0;0;0;0;0
CASE-02835;Sobradinho;0.70;0;0;0;0;0
CASE-02836;Ceilândia;0.55;1;1;0;2;0
CASE-02837;Gama;0.76;1;0;0;1;0
CASE-02838;Guará;0.90;0;1;0;1;0
CASE-02839;Plano Piloto;0.97;0;1;0;1;1
CASE-02840;Águas Claras;0.94;0;1;0;1;1
CASE-02841;Taguatinga;0.84;0;1;0;1;0
CASE-02842;Águas Claras;0.94;0;1;0;1;0
CASE-02843;Taguatinga;0.84;0;1;0;1;0
CASE-02844;Guará;0.90;1;0;1;2;0
CASE-02845;Gama;0.76;0;0;0;0;0
CASE-02846;Sobradinho;0.70;1;0;0;1;0
CASE-02847;Águas Claras;0.94;1;0;0;1;0
CASE-02848;Águas Claras;0.94;0;0;0;0;0
CASE-02849;Plano Piloto;0.97;0;0;0;0;0
CASE-02850;Taguatinga;0.84;1;0;0;1;0
CASE-02851;Sobradinho;0.70;0;0;1;1;0
CASE-02852;Samambaia;0.62;0;0;0;0;0
CASE-02853;Taguatinga;0.84;0;0;0;0;0
CASE-02854;Samambaia;0.62;1;0;0;1;0
CASE-02855;Ceilândia;0.55;0;0;0;0;0
CASE-02856;Taguatinga;0.84;0;0;0;0;0
CASE-02857;Gama;0.76;1;1;0;2;0
CASE-02858;Ceilândia;0.55;0;1;0;1;0
CASE-02859;Gama;0.76;0;0;0;0;0
CASE-02860;Águas Claras;0.94;0;0;0;0;0
CASE-02861;Gama;0.76;0;1;0;1;0
CASE-02862;Gama;0.76;0;0;0;0;0
CASE-02863;Águas Claras;0.94;1;1;1;3;1
CASE-02864;Plano Piloto;0.97;1;0;0;1;0
CASE-02865;Taguatinga;0.84;0;0;0;0;0
CASE-02866;Gama;0.76;0;0;0;0;0
CASE-02867;Guará;0.90;0;0;1;1;0
CASE-02868;Taguatinga;0.84;0;1;0;1;0
CASE-02869;Plano Piloto;0.97;0;0;0;0;0
CASE-02870;Guará;0.90;0;0;0;0;0
CASE-02871;Guará;0.90;0;0;0;0;0
CASE-02872;Águas Claras;0.94;0;1;1;2;0
CASE-02873;Ceilândia;0.55;0;0;0;0;0
CASE-02874;Sobradinho;0.70;0;0;0;0;0
CASE-02875;Taguatinga;0.84;0;0;0;0;0
CASE-02876;Gama;0.76;0;0;0;0;0
CASE-02877;Sobradinho;0.70;0;0;0;0;0
CASE-02878;Samambaia;0.62;1;1;0;2;1
CASE-02879;Guará;0.90;0;1;0;1;0
CASE-02880;Plano Piloto;0.97;0;0;0;0;0
CASE-02881;Taguatinga;0.84;1;1;0;2;1
CASE-02882;Samambaia;0.62;0;0;0;0;0
CASE-02883;Taguatinga;0.84;0;1;1;2;0
CASE-02884;Gama;0.76;1;0;0;1;0
CASE-02885;Samambaia;0.62;0;0;0;0;0
CASE-02886;Samambaia;0.62;0;0;0;0;0
CASE-02887;Sobradinho;0.70;1;0;0;1;0
CASE-02888;Plano Piloto;0.97;0;0;0;0;0
CASE-02889;Águas Claras;0.94;0;1;1;2;1
CASE-02890;Gama;0.76;1;0;1;2;0
CASE-02891;Taguatinga;0.84;1;1;0;2;1
CASE-02892;Samambaia;0.62;0;0;0;0;0
CASE-02893;Sobradinho;0.70;0;0;0;0;0
CASE-02894;Águas Claras;0.94;0;0;0;0;0
CASE-02895;Águas Claras;0.94;0;0;1;1;0
CASE-02896;Guará;0.90;0;0;1;1;0
CASE-02897;Taguatinga;0.84;0;0;1;1;0
CASE-02898;Plano Piloto;0.97;0;0;0;0;0
CASE-02899;Guará;0.90;0;0;0;0;0
CASE-02900;Águas Claras;0.94;1;0;0;1;0
CASE-02901;Gama;0.76;0;0;0;0;0
CASE-02902;Taguatinga;0.84;0;0;0;0;0
CASE-02903;Guará;0.90;0;0;0;0;0
CASE-02904;Samambaia;0.62;0;0;0;0;0
CASE-02905;Ceilândia;0.55;0;0;0;0;0
CASE-02906;Plano Piloto;0.97;0;1;0;1;1
CASE-02907;Guará;0.90;0;0;0;0;0
CASE-02908;Águas Claras;0.94;0;0;0;0;0
CASE-02909;Águas Claras;0.94;0;0;0;0;0
CASE-02910;Ceilândia;0.55;0;1;0;1;0
CASE-02911;Guará;0.90;0;0;0;0;0
CASE-02912;Taguatinga;0.84;0;1;1;2;1
CASE-02913;Taguatinga;0.84;0;1;0;1;0
CASE-02914;Sobradinho;0.70;0;1;0;1;0
CASE-02915;Sobradinho;0.70;0;1;0;1;0
CASE-02916;Plano Piloto;0.97;0;0;0;0;0
CASE-02917;Plano Piloto;0.97;0;1;0;1;0
CASE-02918;Águas Claras;0.94;0;0;0;0;0
CASE-02919;Ceilândia;0.55;1;0;0;1;0
CASE-02920;Sobradinho;0.70;0;0;0;0;0
CASE-02921;Ceilândia;0.55;0;0;0;0;0
CASE-02922;Águas Claras;0.94;0;0;1;1;0
CASE-02923;Samambaia;0.62;0;0;1;1;0
CASE-02924;Sobradinho;0.70;1;1;0;2;1
CASE-02925;Taguatinga;0.84;1;1;1;3;1
CASE-02926;Plano Piloto;0.97;1;1;1;3;1
CASE-02927;Taguatinga;0.84;0;0;0;0;0
CASE-02928;Samambaia;0.62;1;0;0;1;0
CASE-02929;Samambaia;0.62;0;0;0;0;0
CASE-02930;Taguatinga;0.84;0;0;0;0;0
CASE-02931;Gama;0.76;0;1;0;1;0
CASE-02932;Guará;0.90;0;0;0;0;0
CASE-02933;Águas Claras;0.94;1;0;0;1;0
CASE-02934;Taguatinga;0.84;0;0;0;0;0
CASE-02935;Ceilândia;0.55;0;1;0;1;0
CASE-02936;Gama;0.76;0;0;0;0;0
CASE-02937;Águas Claras;0.94;1;0;1;2;1
CASE-02938;Gama;0.76;0;1;0;1;0
CASE-02939;Águas Claras;0.94;0;0;0;0;0
CASE-02940;Ceilândia;0.55;0;1;0;1;0
CASE-02941;Águas Claras;0.94;0;0;0;0;0
CASE-02942;Sobradinho;0.70;0;0;0;0;0
CASE-02943;Samambaia;0.62;1;1;1;3;1
CASE-02944;Águas Claras;0.94;1;0;0;1;0
CASE-02945;Guará;0.90;0;0;0;0;0
CASE-02946;Taguatinga;0.84;0;0;0;0;0
CASE-02947;Samambaia;0.62;0;1;0;1;0
CASE-02948;Taguatinga;0.84;1;0;0;1;0
CASE-02949;Sobradinho;0.70;1;1;0;2;0
CASE-02950;Plano Piloto;0.97;0;0;0;0;0
CASE-02951;Samambaia;0.62;0;0;0;0;0
CASE-02952;Plano Piloto;0.97;0;1;0;1;0
CASE-02953;Taguatinga;0.84;0;0;0;0;0
CASE-02954;Ceilândia;0.55;0;1;0;1;0
CASE-02955;Plano Piloto;0.97;0;0;1;1;0
CASE-02956;Guará;0.90;0;0;0;0;0
CASE-02957;Sobradinho;0.70;1;0;0;1;0
CASE-02958;Sobradinho;0.70;0;1;0;1;0
CASE-02959;Taguatinga;0.84;0;1;0;1;0
CASE-02960;Ceilândia;0.55;0;1;0;1;0
CASE-02961;Samambaia;0.62;1;0;0;1;0
CASE-02962;Taguatinga;0.84;0;0;0;0;0
CASE-02963;Sobradinho;0.70;1;1;0;2;1
CASE-02964;Águas Claras;0.94;0;0;0;0;0
CASE-02965;Gama;0.76;0;0;0;0;0
CASE-02966;Taguatinga;0.84;0;1;0;1;0
CASE-02967;Taguatinga;0.84;0;0;0;0;0
CASE-02968;Gama;0.76;0;0;1;1;0
CASE-02969;Samambaia;0.62;1;1;0;2;1
CASE-02970;Guará;0.90;0;0;0;0;0
CASE-02971;Taguatinga;0.84;0;0;0;0;0
CASE-02972;Plano Piloto;0.97;0;0;1;1;0
CASE-02973;Sobradinho;0.70;0;0;0;0;0
CASE-02974;Samambaia;0.62;0;1;0;1;0
CASE-02975;Plano Piloto;0.97;0;0;0;0;0
CASE-02976;Gama;0.76;1;1;0;2;0
CASE-02977;Águas Claras;0.94;0;0;0;0;0
CASE-02978;Gama;0.76;0;1;0;1;0
CASE-02979;Águas Claras;0.94;0;1;0;1;0
CASE-02980;Guará;0.90;0;0;0;0;0
CASE-02981;Sobradinho;0.70;0;0;0;0;0
CASE-02982;Gama;0.76;0;0;0;0;0
CASE-02983;Plano Piloto;0.97;0;0;0;0;0
CASE-02984;Águas Claras;0.94;0;0;0;0;0
CASE-02985;Samambaia;0.62;1;0;0;1;0
CASE-02986;Plano Piloto;0.97;0;0;0;0;0
CASE-02987;Samambaia;0.62;0;1;0;1;0
CASE-02988;Sobradinho;0.70;1;1;0;2;0
CASE-02989;Ceilândia;0.55;1;1;1;3;0
CASE-02990;Sobradinho;0.70;0;0;1;1;0
CASE-02991;Plano Piloto;0.97;0;0;0;0;0
CASE-02992;Samambaia;0.62;0;0;0;0;0
