case_id;cnpj_sintetico;razao_social_sintetica;regiao_administrativa;endereco_declarado;endereco_referencia;status_declarado;status_referencia;valor_declarado;valor_referencia;tipo_cenario;evidencia_status;evidencia_endereco;evidencia_valor;severidade;ground_truth_inconsistencia
CASE-0215;SYN-CNPJ-000215;Empresa Sintética 0215;Taguatinga;Setor Sintético F, Q06, L056, Taguatinga, DF;Setor Sintético F, Q06, L056, Taguatinga, DF;BAIXADA;BAIXADA;9530.35;9530.35;consistente;0;0;0;nenhuma;0
CASE-0216;SYN-CNPJ-000216;Empresa Sintética 0216;Guará;Setor Sintético A, Q07, L057, Guará, DF;Setor Sintético A, Q07, L057, Guará, DF;BAIXADA;BAIXADA;25811.53;20649.22;valor;0;0;1;media;1
CASE-0217;SYN-CNPJ-000217;Empresa Sintética 0217;Águas Claras;Setor Sintético B, Q08, L058, Águas Claras, DF;Setor Sintético B, Q08, L058, Águas Claras, DF;BAIXADA;BAIXADA;1113.1;1113.1;consistente;0;0;0;nenhuma;0
CASE-0218;SYN-CNPJ-000218;Empresa Sintética 0218;Samambaia;Setor Sintético Divergente, Q19, L009, Samambaia, DF;Setor Sintético C, Q09, L059, Samambaia, DF;BAIXADA;ATIVA;23732.85;16367.48;multiplas;1;1;1;alta;1
CASE-0219;SYN-CNPJ-000219;Empresa Sintética 0219;Guará;Setor Sintético Divergente, Q20, L010, Guará, DF;Setor Sintético D, Q10, L060, Guará, DF;ATIVA;BAIXADA;2015.14;3358.56;multiplas;1;1;1;alta;1
CASE-0220;SYN-CNPJ-000220;Empresa Sintética 0220;Guará;Set. Sintético E, Q11, L061, Guará, DF;Setor Sintético E, Q11, L061, Guará, DF;BAIXADA;BAIXADA;3345.1;3344.95;ambiguo;0;0;0;baixa;0
CASE-0221;SYN-CNPJ-000221;Empresa Sintética 0221;Samambaia;Setor Sintético F, Q12, L062, Samambaia, DF;Setor Sintético F, Q12, L062, Samambaia, DF;BAIXADA;BAIXADA;14889.84;14889.84;consistente;0;0;0;nenhuma;0
CASE-0222;SYN-CNPJ-000222;Empresa Sintética 0222;Gama;Setor Sintético A, Q13, L063, Gama, DF;Setor Sintético A, Q13, L063, Gama, DF;ATIVA;ATIVA;29295.67;20925.48;valor;0;0;1;media;1
CASE-0223;SYN-CNPJ-000223;Empresa Sintética 0223;Guará;Set. Sintético B, Q14, L064, Guará, DF;Setor Sintético B, Q14, L064, Guará, DF;ATIVA;ATIVA;17411.66;17411.88;ambiguo;0;0;0;baixa;0
CASE-0224;SYN-CNPJ-000224;Empresa Sintética 0224;Samambaia;Setor Sintético C, Q15, L065, Samambaia, DF;Setor Sintético C, Q15, L065, Samambaia, DF;ATIVA;ATIVA;24532.73;24532.73;consistente;0;0;0;nenhuma;0
CASE-0225;SYN-CNPJ-000225;Empresa Sintética 0225;Samambaia;Setor Sintético D, Q16, L066, Samambaia, DF;Setor Sintético D, Q16, L066, Samambaia, DF;ATIVA;ATIVA;10254.42;10254.42;consistente;0;0;0;nenhuma;0
CASE-0226;SYN-CNPJ-000226;Empresa Sintética 0226;Taguatinga;Setor Sintético E, Q17, L067, Taguatinga, DF;Setor Sintético E, Q17, L067, Taguatinga, DF;BAIXADA;BAIXADA;2746.0;2746.0;consistente;0;0;0;nenhuma;0
CASE-0227;SYN-CNPJ-000227;Empresa Sintética 0227;Plano Piloto;Setor Sintético F, Q18, L068, Plano Piloto, DF;Setor Sintético F, Q18, L068, Plano Piloto, DF;ATIVA;ATIVA;19776.47;19776.47;consistente;0;0;0;nenhuma;0
CASE-0228;SYN-CNPJ-000228;Empresa Sintética 0228;Ceilândia;Setor Sintético A, Q19, L069, Ceilândia, DF;Setor Sintético A, Q19, L069, Ceilândia, DF;ATIVA;ATIVA;2180.95;2180.95;consistente;0;0;0;nenhuma;0
CASE-0229;SYN-CNPJ-000229;Empresa Sintética 0229;Águas Claras;Setor Sintético B, Q20, L070, Águas Claras, DF;Setor Sintético B, Q20, L070, Águas Claras, DF;ATIVA;ATIVA;15314.85;20419.8;valor;0;0;1;media;1
CASE-0230;SYN-CNPJ-000230;Empresa Sintética 0230;Ceilândia;Setor Sintético C, Q21, L071, Ceilândia, DF;Setor Sintético C, Q21, L071, Ceilândia, DF;ATIVA;ATIVA;7293.23;7293.23;consistente;0;0;0;nenhuma;0
CASE-0231;SYN-CNPJ-000231;Empresa Sintética 0231;Ceilândia;Set. Sintético D, Q22, L072, Ceilândia, DF;Setor Sintético D, Q22, L072, Ceilândia, DF;ATIVA;ATIVA;20065.06;20063.59;ambiguo;0;0;0;baixa;0
CASE-0232;SYN-CNPJ-000232;Empresa Sintética 0232;Samambaia;Setor Sintético E, Q23, L073, Samambaia, DF;Setor Sintético E, Q23, L073, Samambaia, DF;ATIVA;ATIVA;14926.9;14926.9;consistente;0;0;0;nenhuma;0
CASE-0233;SYN-CNPJ-000233;Empresa Sintética 0233;Guará;Setor Sintético F, Q24, L074, Guará, DF;Setor Sintético F, Q24, L074, Guará, DF;ATIVA;ATIVA;3605.58;3605.58;consistente;0;0;0;nenhuma;0
CASE-0234;SYN-CNPJ-000234;Empresa Sintética 0234;Taguatinga;Setor Sintético A, Q25, L075, Taguatinga, DF;Setor Sintético A, Q25, L075, Taguatinga, DF;BAIXADA;ATIVA;12168.03;12168.03;cadastral;1;0;0;media;1
CASE-0235;SYN-CNPJ-000235;Empresa Sintética 0235;Taguatinga;Setor Sintético B, Q26, L076, Taguatinga, DF;Setor Sintético B, Q26, L076, Taguatinga, DF;BAIXADA;BAIXADA;8348.63;12844.05;valor;0;0;1;media;1
CASE-0236;SYN-CNPJ-000236;Empresa Sintética 0236;Guará;Setor Sintético C, Q27, L077, Guará, DF;Setor Sintético C, Q27, L077, Guará, DF;BAIXADA;BAIXADA;10570.2;16261.85;valor;0;0;1;media;1
CASE-0237;SYN-CNPJ-000237;Empresa Sintética 0237;Sobradinho;Setor Sintético D, Q28, L078, Sobradinho, DF;Setor Sintético D, Q28, L078, Sobradinho, DF;BAIXADA;BAIXADA;10943.7;10943.7;consistente;0;0;0;nenhuma;0
CASE-0238;SYN-CNPJ-000238;Empresa Sintética 0238;Sobradinho;Setor Sintético E, Q29, L079, Sobradinho, DF;Setor Sintético E, Q29, L079, Sobradinho, DF;ATIVA;ATIVA;22532.04;22532.04;consistente;0;0;0;nenhuma;0
CASE-0239;SYN-CNPJ-000239;Empresa Sintética 0239;Ceilândia;Setor Sintético F, Q30, L080, Ceilândia, DF;Setor Sintético F, Q30, L080, Ceilândia, DF;ATIVA;ATIVA;3591.69;3591.69;consistente;0;0;0;nenhuma;0
CASE-0240;SYN-CNPJ-000240;Empresa Sintética 0240;Samambaia;Setor Sintético Divergente, Q16, L031, Samambaia, DF;Setor Sintético A, Q01, L001, Samambaia, DF;BAIXADA;BAIXADA;24868.38;24868.38;territorial;0;1;0;media;1
CASE-0241;SYN-CNPJ-000241;Empresa Sintética 0241;Sobradinho;Setor Sintético B, Q02, L002, Sobradinho, DF;Setor Sintético B, Q02, L002, Sobradinho, DF;ATIVA;BAIXADA;2929.87;2929.87;cadastral;1;0;0;media;1
CASE-0242;SYN-CNPJ-000242;Empresa Sintética 0242;Águas Claras;Setor Sintético C, Q03, L003, Águas Claras, DF;Setor Sintético C, Q03, L003, Águas Claras, DF;BAIXADA;BAIXADA;8672.33;11563.1;valor;0;0;1;media;1
CASE-0243;SYN-CNPJ-000243;Empresa Sintética 0243;Sobradinho;Setor Sintético D, Q04, L004, Sobradinho, DF;Setor Sintético D, Q04, L004, Sobradinho, DF;ATIVA;BAIXADA;10691.75;10691.75;cadastral;1;0;0;media;1
CASE-0244;SYN-CNPJ-000244;Empresa Sintética 0244;Gama;Setor Sintético E, Q05, L005, Gama, DF;Setor Sintético E, Q05, L005, Gama, DF;ATIVA;ATIVA;16795.14;16795.14;consistente;0;0;0;nenhuma;0
CASE-0245;SYN-CNPJ-000245;Empresa Sintética 0245;Ceilândia;Setor Sintético F, Q06, L006, Ceilândia, DF;Setor Sintético F, Q06, L006, Ceilândia, DF;BAIXADA;BAIXADA;2144.77;2144.77;consistente;0;0;0;nenhuma;0
CASE-0246;SYN-CNPJ-000246;Empresa Sintética 0246;Taguatinga;Setor Sintético Divergente, Q22, L037, Taguatinga, DF;Setor Sintético A, Q07, L007, Taguatinga, DF;ATIVA;BAIXADA;4155.45;2865.83;multiplas;1;1;1;alta;1
CASE-0247;SYN-CNPJ-000247;Empresa Sintética 0247;Plano Piloto;Setor Sintético Divergente, Q23, L038, Plano Piloto, DF;Setor Sintético B, Q08, L008, Plano Piloto, DF;BAIXADA;ATIVA;24527.21;16915.32;multiplas;1;1;1;alta;1
CASE-0248;SYN-CNPJ-000248;Empresa Sintética 0248;Gama;Setor Sintético C, Q09, L009, Gama, DF;Setor Sintético C, Q09, L009, Gama, DF;ATIVA;ATIVA;24225.77;24225.77;consistente;0;0;0;nenhuma;0
CASE-0249;SYN-CNPJ-000249;Empresa Sintética 0249;Samambaia;Setor Sintético Divergente, Q25, L040, Samambaia, DF;Setor Sintético D, Q10, L010, Samambaia, DF;ATIVA;ATIVA;14659.0;14659.0;territorial;0;1;0;media;1
CASE-0250;SYN-CNPJ-000250;Empresa Sintética 0250;Sobradinho;Setor Sintético E, Q11, L011, Sobradinho, DF;Setor Sintético E, Q11, L011, Sobradinho, DF;ATIVA;ATIVA;21258.23;21258.23;consistente;0;0;0;nenhuma;0
CASE-0251;SYN-CNPJ-000251;Empresa Sintética 0251;Samambaia;Setor Sintético F, Q12, L012, Samambaia, DF;Setor Sintético F, Q12, L012, Samambaia, DF;ATIVA;ATIVA;19183.84;19183.84;consistente;0;0;0;nenhuma;0
CASE-0252;SYN-CNPJ-000252;Empresa Sintética 0252;Gama;Setor Sintético Divergente, Q03, L043, Gama, DF;Setor Sintético A, Q13, L013, Gama, DF;ATIVA;ATIVA;15420.38;15420.38;territorial;0;1;0;media;1
CASE-0253;SYN-CNPJ-000253;Empresa Sintética 0253;Guará;Setor Sintético Divergente, Q04, L044, Guará, DF;Setor Sintético B, Q14, L014, Guará, DF;ATIVA;ATIVA;4920.19;4920.19;territorial;0;1;0;media;1
CASE-0254;SYN-CNPJ-000254;Empresa Sintética 0254;Guará;Setor Sintético C, Q15, L015, Guará, DF;Setor Sintético C, Q15, L015, Guará, DF;ATIVA;ATIVA;6825.05;9100.07;valor;0;0;1;media;1
CASE-0255;SYN-CNPJ-000255;Empresa Sintética 0255;Gama;Setor Sintético Divergente, Q06, L046, Gama, DF;Setor Sintético D, Q16, L016, Gama, DF;BAIXADA;ATIVA;2385.56;3975.93;multiplas;1;1;1;alta;1
CASE-0256;SYN-CNPJ-000256;Empresa Sintética 0256;Águas Claras;Setor Sintético E, Q17, L017, Águas Claras, DF;Setor Sintético E, Q17, L017, Águas Claras, DF;BAIXADA;BAIXADA;10785.9;10785.9;consistente;0;0;0;nenhuma;0
CASE-0257;SYN-CNPJ-000257;Empresa Sintética 0257;Samambaia;Setor Sintético F, Q18, L018, Samambaia, DF;Setor Sintético F, Q18, L018, Samambaia, DF;ATIVA;ATIVA;18179.1;18179.1;consistente;0;0;0;nenhuma;0
CASE-0258;SYN-CNPJ-000258;Empresa Sintética 0258;Taguatinga;Setor Sintético A, Q19, L019, Taguatinga, DF;Setor Sintético A, Q19, L019, Taguatinga, DF;ATIVA;ATIVA;2802.61;4311.71;valor;0;0;1;media;1
CASE-0259;SYN-CNPJ-000259;Empresa Sintética 0259;Guará;Setor Sintético Divergente, Q10, L050, Guará, DF;Setor Sintético B, Q20, L020, Guará, DF;BAIXADA;BAIXADA;16717.5;16717.5;territorial;0;1;0;media;1
CASE-0260;SYN-CNPJ-000260;Empresa Sintética 0260;Sobradinho;Setor Sintético C, Q21, L021, Sobradinho, DF;Setor Sintético C, Q21, L021, Sobradinho, DF;ATIVA;BAIXADA;7192.59;7192.59;cadastral;1;0;0;media;1
CASE-0261;SYN-CNPJ-000261;Empresa Sintética 0261;Taguatinga;Setor Sintético D, Q22, L022, Taguatinga, DF;Setor Sintético D, Q22, L022, Taguatinga, DF;ATIVA;ATIVA;13791.1;11032.88;valor;0;0;1;media;1
CASE-0262;SYN-CNPJ-000262;Empresa Sintética 0262;Sobradinho;Setor Sintético Divergente, Q13, L053, Sobradinho, DF;Setor Sintético E, Q23, L023, Sobradinho, DF;ATIVA;ATIVA;1612.73;1612.73;territorial;0;1;0;media;1
CASE-0263;SYN-CNPJ-000263;Empresa Sintética 0263;Plano Piloto;Setor Sintético F, Q24, L024, Plano Piloto, DF;Setor Sintético F, Q24, L024, Plano Piloto, DF;ATIVA;ATIVA;5508.37;5508.37;consistente;0;0;0;nenhuma;0
CASE-0264;SYN-CNPJ-000264;Empresa Sintética 0264;Ceilândia;Set. Sintético A, Q25, L025, Ceilândia, DF;Setor Sintético A, Q25, L025, Ceilândia, DF;ATIVA;ATIVA;7591.44;7591.45;ambiguo;0;0;0;baixa;0
CASE-0265;SYN-CNPJ-000265;Empresa Sintética 0265;Ceilândia;Setor Sintético B, Q26, L026, Ceilândia, DF;Setor Sintético B, Q26, L026, Ceilândia, DF;ATIVA;BAIXADA;13548.27;13548.27;cadastral;1;0;0;media;1
CASE-0266;SYN-CNPJ-000266;Empresa Sintética 0266;Samambaia;Setor Sintético C, Q27, L027, Samambaia, DF;Setor Sintético C, Q27, L027, Samambaia, DF;ATIVA;ATIVA;10228.24;10228.24;consistente;0;0;0;nenhuma;0
CASE-0267;SYN-CNPJ-000267;Empresa Sintética 0267;Gama;Setor Sintético D, Q28, L028, Gama, DF;Setor Sintético D, Q28, L028, Gama, DF;ATIVA;ATIVA;7646.59;11763.98;valor;0;0;1;media;1
CASE-0268;SYN-CNPJ-000268;Empresa Sintética 0268;Gama;Setor Sintético Divergente, Q19, L059, Gama, DF;Setor Sintético E, Q29, L029, Gama, DF;ATIVA;BAIXADA;25929.94;17882.72;multiplas;1;1;1;alta;1
CASE-0269;SYN-CNPJ-000269;Empresa Sintética 0269;Gama;Setor Sintético F, Q30, L030, Gama, DF;Setor Sintético F, Q30, L030, Gama, DF;ATIVA;ATIVA;24171.89;24171.89;consistente;0;0;0;nenhuma;0
CASE-0270;SYN-CNPJ-000270;Empresa Sintética 0270;Sobradinho;Setor Sintético A, Q01, L031, Sobradinho, DF;Setor Sintético A, Q01, L031, Sobradinho, DF;ATIVA;ATIVA;2659.18;2659.18;consistente;0;0;0;nenhuma;0
CASE-0271;SYN-CNPJ-000271;Empresa Sintética 0271;Águas Claras;Setor Sintético Divergente, Q22, L062, Águas Claras, DF;Setor Sintético B, Q02, L032, Águas Claras, DF;ATIVA;BAIXADA;8956.41;14927.35;multiplas;1;1;1;alta;1
CASE-0272;SYN-CNPJ-000272;Empresa Sintética 0272;Guará;Setor Sintético C, Q03, L033, Guará, DF;Setor Sintético C, Q03, L033, Guará, DF;ATIVA;ATIVA;5928.52;5928.52;consistente;0;0;0;nenhuma;0
CASE-0273;SYN-CNPJ-000273;Empresa Sintética 0273;Taguatinga;Setor Sintético D, Q04, L034, Taguatinga, DF;Setor Sintético D, Q04, L034, Taguatinga, DF;ATIVA;ATIVA;10124.86;13499.82;valor;0;0;1;media;1
CASE-0274;SYN-CNPJ-000274;Empresa Sintética 0274;Samambaia;Setor Sintético Divergente, Q25, L065, Samambaia, DF;Setor Sintético E, Q05, L035, Samambaia, DF;BAIXADA;ATIVA;10992.47;18320.79;multiplas;1;1;1;alta;1
CASE-0275;SYN-CNPJ-000275;Empresa Sintética 0275;Ceilândia;Setor Sintético F, Q06, L036, Ceilândia, DF;Setor Sintético F, Q06, L036, Ceilândia, DF;ATIVA;ATIVA;5333.16;5333.16;consistente;0;0;0;nenhuma;0
CASE-0276;SYN-CNPJ-000276;Empresa Sintética 0276;Taguatinga;Setor Sintético Divergente, Q02, L067, Taguatinga, DF;Setor Sintético A, Q07, L037, Taguatinga, DF;ATIVA;ATIVA;23806.66;23806.66;territorial;0;1;0;media;1
CASE-0277;SYN-CNPJ-000277;Empresa Sintética 0277;Sobradinho;Setor Sintético Divergente, Q03, L068, Sobradinho, DF;Setor Sintético B, Q08, L038, Sobradinho, DF;BAIXADA;BAIXADA;17187.77;17187.77;territorial;0;1;0;media;1
CASE-0278;SYN-CNPJ-000278;Empresa Sintética 0278;Samambaia;Setor Sintético Divergente, Q04, L069, Samambaia, DF;Setor Sintético C, Q09, L039, Samambaia, DF;BAIXADA;ATIVA;2519.08;4198.46;multiplas;1;1;1;alta;1
CASE-0279;SYN-CNPJ-000279;Empresa Sintética 0279;Guará;Setor Sintético D, Q10, L040, Guará, DF;Setor Sintético D, Q10, L040, Guará, DF;BAIXADA;ATIVA;14989.78;14989.78;cadastral;1;0;0;media;1
CASE-0280;SYN-CNPJ-000280;Empresa Sintética 0280;Taguatinga;Setor Sintético E, Q11, L041, Taguatinga, DF;Setor Sintético E, Q11, L041, Taguatinga, DF;ATIVA;ATIVA;11812.69;11812.69;consistente;0;0;0;nenhuma;0
CASE-0281;SYN-CNPJ-000281;Empresa Sintética 0281;Samambaia;Setor Sintético F, Q12, L042, Samambaia, DF;Setor Sintético F, Q12, L042, Samambaia, DF;ATIVA;ATIVA;2379.91;2379.91;consistente;0;0;0;nenhuma;0
CASE-0282;SYN-CNPJ-000282;Empresa Sintética 0282;Taguatinga;Setor Sintético Divergente, Q08, L003, Taguatinga, DF;Setor Sintético A, Q13, L043, Taguatinga, DF;ATIVA;BAIXADA;7101.86;11836.44;multiplas;1;1;1;alta;1
CASE-0283;SYN-CNPJ-000283;Empresa Sintética 0283;Águas Claras;Setor Sintético B, Q14, L044, Águas Claras, DF;Setor Sintético B, Q14, L044, Águas Claras, DF;BAIXADA;ATIVA;15322.64;15322.64;cadastral;1;0;0;media;1
CASE-0284;SYN-CNPJ-000284;Empresa Sintética 0284;Plano Piloto;Setor Sintético C, Q15, L045, Plano Piloto, DF;Setor Sintético C, Q15, L045, Plano Piloto, DF;ATIVA;BAIXADA;3035.8;3035.8;cadastral;1;0;0;media;1
CASE-0285;SYN-CNPJ-000285;Empresa Sintética 0285;Samambaia;Setor Sintético Divergente, Q11, L006, Samambaia, DF;Setor Sintético D, Q16, L046, Samambaia, DF;BAIXADA;ATIVA;7716.87;12861.45;multiplas;1;1;1;alta;1
CASE-0286;SYN-CNPJ-000286;Empresa Sintética 0286;Sobradinho;Setor Sintético E, Q17, L047, Sobradinho, DF;Setor Sintético E, Q17, L047, Sobradinho, DF;BAIXADA;BAIXADA;13339.68;13339.68;consistente;0;0;0;nenhuma;0
CASE-0287;SYN-CNPJ-000287;Empresa Sintética 0287;Samambaia;Setor Sintético Divergente, Q13, L008, Samambaia, DF;Setor Sintético F, Q18, L048, Samambaia, DF;ATIVA;ATIVA;22989.45;22989.45;territorial;0;1;0;media;1
CASE-0288;SYN-CNPJ-000288;Empresa Sintética 0288;Samambaia;Setor Sintético A, Q19, L049, Samambaia, DF;Setor Sintético A, Q19, L049, Samambaia, DF;ATIVA;ATIVA;19836.06;19836.06;consistente;0;0;0;nenhuma;0
CASE-0289;SYN-CNPJ-000289;Empresa Sintética 0289;Taguatinga;Setor Sintético Divergente, Q15, L010, Taguatinga, DF;Setor Sintético B, Q20, L050, Taguatinga, DF;ATIVA;ATIVA;2815.4;2815.4;territorial;0;1;0;media;1
CASE-0290;SYN-CNPJ-000290;Empresa Sintética 0290;Guará;Setor Sintético Divergente, Q16, L011, Guará, DF;Setor Sintético C, Q21, L051, Guará, DF;ATIVA;ATIVA;18231.47;18231.47;territorial;0;1;0;media;1
CASE-0291;SYN-CNPJ-000291;Empresa Sintética 0291;Ceilândia;Setor Sintético Divergente, Q17, L012, Ceilândia, DF;Setor Sintético D, Q22, L052, Ceilândia, DF;ATIVA;ATIVA;2496.8;2496.8;territorial;0;1;0;media;1
CASE-0292;SYN-CNPJ-000292;Empresa Sintética 0292;Samambaia;Setor Sintético Divergente, Q18, L013, Samambaia, DF;Setor Sintético E, Q23, L053, Samambaia, DF;ATIVA;ATIVA;24208.56;24208.56;territorial;0;1;0;media;1
CASE-0293;SYN-CNPJ-000293;Empresa Sintética 0293;Gama;Setor Sintético Divergente, Q19, L014, Gama, DF;Setor Sintético F, Q24, L054, Gama, DF;ATIVA;ATIVA;15078.51;15078.51;territorial;0;1;0;media;1
CASE-0294;SYN-CNPJ-000294;Empresa Sintética 0294;Guará;Set. Sintético A, Q25, L055, Guará, DF;Setor Sintético A, Q25, L055, Guará, DF;BAIXADA;BAIXADA;16264.09;16265.58;ambiguo;0;0;0;baixa;0
CASE-0295;SYN-CNPJ-000295;Empresa Sintética 0295;Taguatinga;Setor Sintético B, Q26, L056, Taguatinga, DF;Setor Sintético B, Q26, L056, Taguatinga, DF;BAIXADA;BAIXADA;8422.68;12957.97;valor;0;0;1;media;1
CASE-0296;SYN-CNPJ-000296;Empresa Sintética 0296;Ceilândia;Setor Sintético C, Q27, L057, Ceilândia, DF;Setor Sintético C, Q27, L057, Ceilândia, DF;ATIVA;ATIVA;8872.44;8872.44;consistente;0;0;0;nenhuma;0
CASE-0297;SYN-CNPJ-000297;Empresa Sintética 0297;Águas Claras;Setor Sintético D, Q28, L058, Águas Claras, DF;Setor Sintético D, Q28, L058, Águas Claras, DF;ATIVA;ATIVA;18749.57;24999.43;valor;0;0;1;media;1
CASE-0298;SYN-CNPJ-000298;Empresa Sintética 0298;Taguatinga;Setor Sintético E, Q29, L059, Taguatinga, DF;Setor Sintético E, Q29, L059, Taguatinga, DF;ATIVA;ATIVA;16717.27;16717.27;consistente;0;0;0;nenhuma;0
CASE-0299;SYN-CNPJ-000299;Empresa Sintética 0299;Ceilândia;Setor Sintético Divergente, Q25, L020, Ceilândia, DF;Setor Sintético F, Q30, L060, Ceilândia, DF;ATIVA;BAIXADA;2567.51;4279.19;multiplas;1;1;1;alta;1
CASE-0300;SYN-CNPJ-000300;Empresa Sintética 0300;Ceilândia;Setor Sintético Divergente, Q01, L021, Ceilândia, DF;Setor Sintético A, Q01, L061, Ceilândia, DF;ATIVA;BAIXADA;2277.17;1570.46;multiplas;1;1;1;alta;1
CASE-0301;SYN-CNPJ-000301;Empresa Sintética 0301;Águas Claras;Setor Sintético Divergente, Q02, L022, Águas Claras, DF;Setor Sintético B, Q02, L062, Águas Claras, DF;BAIXADA;BAIXADA;15459.59;15459.59;territorial;0;1;0;media;1
CASE-0302;SYN-CNPJ-000302;Empresa Sintética 0302;Sobradinho;Setor Sintético C, Q03, L063, Sobradinho, DF;Setor Sintético C, Q03, L063, Sobradinho, DF;ATIVA;ATIVA;16979.09;13583.27;valor;0;0;1;media;1
CASE-0303;SYN-CNPJ-000303;Empresa Sintética 0303;Sobradinho;Setor Sintético D, Q04, L064, Sobradinho, DF;Setor Sintético D, Q04, L064, Sobradinho, DF;ATIVA;ATIVA;9514.04;9512.1;ambiguo;0;0;0;baixa;0
CASE-0304;SYN-CNPJ-000304;Empresa Sintética 0304;Guará;Setor Sintético E, Q05, L065, Guará, DF;Setor Sintético E, Q05, L065, Guará, DF;ATIVA;BAIXADA;12821.21;12821.21;cadastral;1;0;0;media;1
CASE-0305;SYN-CNPJ-000305;Empresa Sintética 0305;Ceilândia;Setor Sintético F, Q06, L066, Ceilândia, DF;Setor Sintético F, Q06, L066, Ceilândia, DF;BAIXADA;ATIVA;20130.85;20130.85;cadastral;1;0;0;media;1
CASE-0306;SYN-CNPJ-000306;Empresa Sintética 0306;Guará;Setor Sintético A, Q07, L067, Guará, DF;Setor Sintético A, Q07, L067, Guará, DF;ATIVA;ATIVA;16208.89;16208.89;consistente;0;0;0;nenhuma;0
CASE-0307;SYN-CNPJ-000307;Empresa Sintética 0307;Taguatinga;Setor Sintético Divergente, Q08, L028, Taguatinga, DF;Setor Sintético B, Q08, L068, Taguatinga, DF;BAIXADA;ATIVA;4490.42;7484.04;multiplas;1;1;1;alta;1
CASE-0308;SYN-CNPJ-000308;Empresa Sintética 0308;Ceilândia;Setor Sintético C, Q09, L069, Ceilândia, DF;Setor Sintético C, Q09, L069, Ceilândia, DF;BAIXADA;BAIXADA;2746.98;2746.98;consistente;0;0;0;nenhuma;0
CASE-0309;SYN-CNPJ-000309;Empresa Sintética 0309;Sobradinho;Setor Sintético Divergente, Q10, L030, Sobradinho, DF;Setor Sintético D, Q10, L070, Sobradinho, DF;BAIXADA;ATIVA;33780.01;23296.56;multiplas;1;1;1;alta;1
CASE-0310;SYN-CNPJ-000310;Empresa Sintética 0310;Samambaia;Setor Sintético E, Q11, L071, Samambaia, DF;Setor Sintético E, Q11, L071, Samambaia, DF;ATIVA;ATIVA;9961.07;9961.07;consistente;0;0;0;nenhuma;0
CASE-0311;SYN-CNPJ-000311;Empresa Sintética 0311;Águas Claras;Setor Sintético F, Q12, L072, Águas Claras, DF;Setor Sintético F, Q12, L072, Águas Claras, DF;ATIVA;ATIVA;8307.78;8307.78;consistente;0;0;0;nenhuma;0
CASE-0312;SYN-CNPJ-000312;Empresa Sintética 0312;Samambaia;Setor Sintético A, Q13, L073, Samambaia, DF;Setor Sintético A, Q13, L073, Samambaia, DF;ATIVA;ATIVA;3871.19;3871.19;consistente;0;0;0;nenhuma;0
CASE-0313;SYN-CNPJ-000313;Empresa Sintética 0313;Sobradinho;Setor Sintético B, Q14, L074, Sobradinho, DF;Setor Sintético B, Q14, L074, Sobradinho, DF;ATIVA;ATIVA;19091.61;19091.61;consistente;0;0;0;nenhuma;0
CASE-0314;SYN-CNPJ-000314;Empresa Sintética 0314;Plano Piloto;Setor Sintético C, Q15, L075, Plano Piloto, DF;Setor Sintético C, Q15, L075, Plano Piloto, DF;BAIXADA;ATIVA;965.6;965.6;cadastral;1;0;0;media;1
CASE-0315;SYN-CNPJ-000315;Empresa Sintética 0315;Ceilândia;Setor Sintético D, Q16, L076, Ceilândia, DF;Setor Sintético D, Q16, L076, Ceilândia, DF;BAIXADA;BAIXADA;3224.08;3224.08;consistente;0;0;0;nenhuma;0
CASE-0316;SYN-CNPJ-000316;Empresa Sintética 0316;Guará;Setor Sintético E, Q17, L077, Guará, DF;Setor Sintético E, Q17, L077, Guará, DF;ATIVA;ATIVA;1669.86;1669.86;consistente;0;0;0;nenhuma;0
CASE-0317;SYN-CNPJ-000317;Empresa Sintética 0317;Sobradinho;Setor Sintético F, Q18, L078, Sobradinho, DF;Setor Sintético F, Q18, L078, Sobradinho, DF;BAIXADA;ATIVA;3216.02;3216.02;cadastral;1;0;0;media;1
CASE-0318;SYN-CNPJ-000318;Empresa Sintética 0318;Plano Piloto;Setor Sintético Divergente, Q19, L039, Plano Piloto, DF;Setor Sintético A, Q19, L079, Plano Piloto, DF;BAIXADA;ATIVA;26251.29;18104.34;multiplas;1;1;1;alta;1
CASE-0319;SYN-CNPJ-000319;Empresa Sintética 0319;Samambaia;Setor Sintético B, Q20, L080, Samambaia, DF;Setor Sintético B, Q20, L080, Samambaia, DF;BAIXADA;ATIVA;14481.26;14481.26;cadastral;1;0;0;media;1
CASE-0320;SYN-CNPJ-000320;Empresa Sintética 0320;Taguatinga;Setor Sintético C, Q21, L001, Taguatinga, DF;Setor Sintético C, Q21, L001, Taguatinga, DF;ATIVA;ATIVA;2158.14;2158.14;consistente;0;0;0;nenhuma;0
CASE-0321;SYN-CNPJ-000321;Empresa Sintética 0321;Plano Piloto;Setor Sintético D, Q22, L002, Plano Piloto, DF;Setor Sintético D, Q22, L002, Plano Piloto, DF;ATIVA;BAIXADA;21896.62;21896.62;cadastral;1;0;0;media;1
CASE-0322;SYN-CNPJ-000322;Empresa Sintética 0322;Gama;Setor Sintético E, Q23, L003, Gama, DF;Setor Sintético E, Q23, L003, Gama, DF;ATIVA;ATIVA;6714.43;6714.43;consistente;0;0;0;nenhuma;0
